,answered,rank
27499,6370,0.6452809576996188
12313,6112,0.6470250260313336
47521,3150,0.6281494391685966
54475,2565,0.5827037529619855
102548,2982,0.4875538866372815
3440,2113,0.4866643820541158
130842,1827,0.492289382903754
96642,1542,0.48525688367756253
188868,36,0.5865996982135903
188869,36,0.5865996982135903
27009,2134,0.6134640391945618
116628,1982,0.5885514061431673
88505,2383,0.5827603673756907
30236,3101,0.5581494705458747
54574,2429,0.5787838237348584
7496,2632,0.5409873156157052
21374,443,0.5406154700536957
16144,839,0.5468384159211201
59042,1095,0.46151504797466925
152033,291,0.42117654997595916
6064,292,0.43965435734683794
10208,984,0.5575271853159612
34854,1805,0.5520539629029363
135922,1526,0.5325332649916422
94673,3587,0.5318536925929915
64776,923,0.44219885106810014
31190,1953,0.6611355042340493
31315,1872,0.652073603283971
33456,1874,0.6681082579537763
12747,1633,0.6750573863989601
15152,1111,0.645618867662311
1001,1280,0.6177636596661968
10293,3291,0.5353972397559251
21375,3943,0.5290272902982751
130709,4040,0.5218876759586671
8968,3886,0.4943453234308366
34270,1921,0.5115922366145914
25905,2182,0.5270990316598531
147163,1854,0.5208982914055661
90455,3078,0.5266029313511156
109880,1570,0.5279493673020057
9555,2038,0.5168925850803705
155079,4152,0.5238138964624678
1983,2240,0.4371009858739082
160037,405,0.45102430549517825
146423,149,0.4815665413963204
149248,36,0.5645782502166017
88405,3300,0.6080818507081521
99767,3851,0.5952206952954048
59852,1327,0.574832088229097
18923,1781,0.5772116176983809
110507,2572,0.5780315966914864
23771,2805,0.5469729678634826
14222,3014,0.5106712567697754
22438,2835,0.4797873563359258
43388,1576,0.4146581089665715
37079,1305,0.43224523697467127
102277,1353,0.42637906326294295
64792,843,0.37370058501656994
90663,2913,0.5935945041337255
72492,1441,0.5676839755319814
103703,1375,0.5884578816823338
103745,1810,0.5610414008177524
103696,1555,0.5378561820807919
107372,1255,0.551228068043214
105720,5706,0.5185048849583569
93556,2424,0.5337831187813237
111913,4254,0.5282518017246411
95880,3143,0.5039520372008958
149363,3073,0.5105427084600208
30337,3043,0.4903220474981472
48055,2809,0.4937150636121899
101861,3028,0.4982361628393372
109521,881,0.4746896902184915
101862,1482,0.5260136287939357
95359,3664,0.5952619892109009
31630,1576,0.5845388827748073
2005,1228,0.5726330679626537
107161,2936,0.610075871526788
14122,72,0.6301504440399399
12770,213,0.6058422517401971
110741,3853,0.5735030350995564
2891,2410,0.5770641936101862
132337,2561,0.5412347896518773
32788,2156,0.4681865176986215
110743,961,0.5080476100881964
145036,527,0.5446596128821547
124085,4478,0.5077714476748537
116730,2343,0.4991508980466649
116731,2369,0.5019078739748138
119871,855,0.48598236649710774
119872,574,0.5228017037053067
117085,443,0.4312475703958607
82296,1715,0.44774085002163494
132768,1751,0.43842613573383615
132767,333,0.505311501258069
132634,1673,0.4323886220842123
132633,1456,0.44621438951310277
147127,904,0.4514540280881062
25475,6114,0.53953921505606
12511,7845,0.5531236507833853
29500,5210,0.5668249442036457
69244,3909,0.564273816520551
95403,3248,0.5683463837539541
41845,2940,0.5758671760017208
3088,2283,0.5952479489099844
52047,2207,0.6042980041107044
36673,1855,0.5791330384973908
1599,1823,0.5891125733919161
23486,1986,0.6019251464988276
13616,771,0.4791554606935961
33509,3956,0.6097967877882654
26818,3322,0.6339111992344939
36035,2166,0.6604284246379059
3159,1891,0.6253684655541631
29981,2631,0.5857805426582355
32516,1101,0.5924359437999643
24490,597,0.5354165593300495
188970,36,0.5580772280755816
188971,36,0.5580772280755816
121859,1525,0.50079937310038
10226,1391,0.5023945448475982
127992,1394,0.5009683804148312
27095,1040,0.5384909589915248
150050,1171,0.49836348535624025
30554,886,0.48751213595559384
39855,721,0.5166480155892441
61809,961,0.5275246930757425
11202,901,0.5153699681618131
6017,1506,0.5182576326352794
7940,773,0.5325961132324559
8155,396,0.4444295818365263
8709,360,0.4167541654215938
8732,360,0.4167541654215938
28345,396,0.4444295818365263
21105,360,0.43157186824211535
21106,360,0.4176404339269587
7153,360,0.4182802533587491
13345,3119,0.5912528803096803
30772,2793,0.5923295584036256
52183,3370,0.5867420347159537
29425,3622,0.5788417836294836
34417,2688,0.5898895050380287
173666,2459,0.3895303861805172
26477,4750,0.4988581568004793
34684,2918,0.5047411228386225
27245,3470,0.48728793060097686
34682,2811,0.5039326909531927
16703,1353,0.5018023963795967
3596,701,0.49063072610862324
12941,634,0.5394060560821513
20676,706,0.5372498325843327
3011,264,0.5770809878741241
20216,440,0.5299615715596971
7225,155,0.5214918161645857
32814,2139,0.5502944912119069
26429,1742,0.5464299820467107
81697,1984,0.5552547739562083
885,1445,0.568774401615949
43301,1790,0.5471549272281243
56756,1027,0.48353913025431006
16109,1980,0.54457263956381
97590,1287,0.5005240386793461
97589,647,0.5019503631931057
97591,36,0.5354448109025729
126604,2288,0.5792623280429153
113352,999,0.5147953403015342
113357,1305,0.5700358036327938
39596,2882,0.5821203669484402
62176,5093,0.48376778681788024
122171,1070,0.5267390509277915
20640,8537,0.5306758795270539
2595,2356,0.48905625906505173
110092,3676,0.4811930800441359
115888,3443,0.4956514493949626
44853,699,0.48168552501338546
60513,2578,0.4841767164754574
98446,1876,0.5039217826167371
114807,1395,0.49419586362127577
91970,266,0.4574299779568597
127187,1422,0.49902094828275034
15664,4296,0.5747026953834103
18112,4991,0.511554576528763
126341,4740,0.5290553022262064
122433,2928,0.5041305195068474
122434,2897,0.5101399403424631
55457,1903,0.5074330925784437
128645,3426,0.451412504618813
135836,2835,0.42138378790081094
135852,1318,0.4194772551650374
135854,1885,0.44082156830116553
135837,2971,0.41511224140982705
151850,1570,0.506890066284834
90347,4149,0.44996549280673837
11615,922,0.49547727684116166
7843,642,0.38865513362194337
132679,484,0.3160321552938476
132527,448,0.3560999015678749
128688,519,0.3029926240310093
109495,3505,0.44910660829346616
145778,2706,0.4048016756306807
86088,2817,0.4140838234639291
58927,2946,0.4186725130766383
148198,3118,0.4751508242810553
102113,2205,0.46970338662146544
113683,2862,0.4643127062726447
166929,1618,0.46322306923063444
101271,2367,0.46609912573866896
117887,633,0.4868755829260549
39254,2755,0.56512772239785
117884,2540,0.474257550223596
145806,661,0.29238132904059894
145808,492,0.25542824974063216
149145,815,0.28908219831432314
178272,699,0.29574562371134105
94677,2456,0.4667422324154085
149171,2196,0.46476415231567164
149172,2232,0.46433796087456713
154134,1689,0.4440567783052463
43240,1550,0.4674355418518175
188889,179,0.44137762273391373
33271,1100,0.5697980169656266
25185,1270,0.5724406194004087
6204,1414,0.5558972342935355
149855,1414,0.5471531336627942
72504,2808,0.52673925131532
8610,1962,0.4709592202389461
96417,2443,0.44591008873841564
8455,1491,0.469752890693971
475,1698,0.4699270888079712
19170,1181,0.4654144333591317
56850,2662,0.5298126542544984
82089,2868,0.5144311990090872
57224,2990,0.5144547228430195
117397,2395,0.5001542740696878
56849,2561,0.5005982074093628
56848,1514,0.5091021092011903
55811,1883,0.45302596735419337
55808,1685,0.4333353128995955
55812,1733,0.4504042364982937
68656,820,0.48077251983627634
93867,1988,0.48920333156182383
328,2235,0.5081268075684067
71056,1650,0.4834436081204225
25601,1209,0.4877558662408054
45359,107,0.5362168451930056
58607,1429,0.5469518648441645
58608,696,0.48366483828425944
138028,732,0.47164530898296
149001,440,0.49318926852744394
6099,659,0.48478910074557907
90630,216,0.5603397842991854
86230,6062,0.4980394389369959
118745,4974,0.4762257858034345
126007,2576,0.4941692384260118
86232,549,0.5036255042110833
103503,36,0.5044788444106421
86255,5218,0.5106996579427501
86258,4763,0.505741221511604
149703,3077,0.5141200824639958
103502,120,0.4380823315194142
134118,5364,0.5912959056396508
108165,4461,0.4614998592286563
111938,3639,0.48905154267399403
115555,3043,0.5331985574706496
119584,1027,0.5046647718744485
98605,36,0.503792676252121
115837,1621,0.43412500815090843
124137,1201,0.4245254833987265
117139,1407,0.4360039475956875
151737,1477,0.43435853392905655
20993,922,0.4281695805698374
116876,728,0.4030141827826483
116738,1520,0.5058109764579555
153535,1460,0.5027579241814866
116739,1482,0.5165639569524744
93856,1508,0.39842440516462474
125067,1147,0.37602021551127435
57064,1176,0.3770757186109951
97599,1216,0.3774827052487065
72213,1183,0.37888570709036573
98621,2485,0.5131897088059175
37303,1793,0.5094965236401121
37302,2554,0.5090971200360266
98319,3526,0.4699283377975677
82121,2106,0.47695984391219926
42401,1883,0.4869887650798791
23020,3934,0.6241187103206273
134879,3098,0.5910422693973202
82615,3604,0.48808410329639557
76084,4471,0.6086336511236736
25970,2721,0.5586760564205194
65525,1821,0.5515753311925746
15811,3470,0.6231919704120804
61316,4586,0.4942983115301522
27155,2601,0.5618439474990048
23985,1817,0.5526231791877693
23050,537,0.5415815466597942
149093,323,0.46103385696990457
6811,1519,0.5204127979507654
27562,739,0.4995519893250103
51023,729,0.44796653615816573
14469,619,0.5071725231705345
9063,674,0.418067067301102
150518,761,0.5221888265609292
24850,5109,0.6221409063512473
116106,2914,0.5549694193975389
39431,2238,0.5805133553852223
102108,3047,0.5435979390987583
22457,3403,0.543485365654147
166200,3371,0.5522834183197503
30444,2223,0.5425680599116909
33996,839,0.5563057811580855
7220,407,0.5178194113259017
93951,643,0.5288675884184054
27042,2979,0.4906461422656464
118142,1558,0.44454212387614844
45717,1953,0.42205295533000986
15726,2002,0.4721113685100481
39503,2733,0.47586539764173647
150165,2899,0.48468492041735906
17883,1988,0.4198276247987397
92087,335,0.27019488377425815
14208,960,0.42151138386642045
45726,959,0.41801508302847545
48761,1048,0.4110360385090114
77980,1329,0.3885747580616103
95592,1289,0.3842726691564937
34553,1140,0.39784836604997376
90706,865,0.4138766936399525
142205,865,0.40340847540368574
35636,2349,0.5462819296486974
35637,2241,0.5522665789204607
31292,693,0.60137208455996
44914,178,0.5645144270307765
130527,144,0.5448760723134227
130528,441,0.4121712883925068
43356,4718,0.5558320107732871
124109,3513,0.5771687358248557
24603,4008,0.5295363712634388
152701,3593,0.5020537236442317
79987,1259,0.5423515179719044
37028,73,0.41302420613378343
16581,2637,0.5531623928265642
60580,4926,0.5230614335751053
37646,3865,0.5384364381865082
29010,2525,0.5403558807559659
83224,1944,0.5202225309419568
63915,284,0.44526318873792853
121822,2779,0.47991125191998246
63388,2096,0.4848168427009314
25115,1774,0.5001763880268502
79207,1880,0.49697038540517785
67404,1657,0.4874884682742118
63378,72,0.5493476584133239
79944,2073,0.46636399475537665
60881,2178,0.4620700564494599
88690,1982,0.45507467135493296
100368,4223,0.4533737910449249
61313,1428,0.4578695523907494
29521,1420,0.5325515891285248
92631,1117,0.4803237315099044
25113,892,0.4527463639589223
66079,1443,0.4721334666079817
90518,744,0.48597979743091346
148292,3246,0.4392137517131465
21314,3845,0.5306012056885335
108329,4041,0.5064083777041215
108330,3061,0.48753779773823713
108333,1317,0.4919407763290311
61365,1849,0.4851110481259041
30650,1750,0.4617802093912311
115202,1785,0.4529320173064299
27220,1795,0.4702076647032292
89211,1004,0.45398004845172885
103874,1133,0.4534569759682745
184887,1682,0.5206497231697552
105380,187,0.32285305137069725
102665,72,0.47363671531452234
102668,72,0.3477840949307378
153421,117,0.36896172394959303
93377,36,0.47393077449875537
188873,36,0.47393077449875537
36944,1813,0.47309915914950923
37046,1555,0.4713449474752626
55112,1626,0.4800015238408324
4053,36,0.47867539533988873
125003,2620,0.46083917925266976
14628,2493,0.4874645003636598
108599,1777,0.3772746765184561
32345,1371,0.3948261417094635
109318,1750,0.4028489736960279
122927,1515,0.38400835645921855
26261,1968,0.4516087241292675
41662,2143,0.4425092840471175
67162,1119,0.4274789478725025
55358,72,0.4511702953450379
128809,335,0.3225412742709903
101975,814,0.5397859795220029
128810,505,0.2677524646131325
187860,624,0.26024493888296063
132648,3297,0.503842398622373
94303,2519,0.5079969167579833
87509,2969,0.5039893191599292
16905,2326,0.4610225815837877
132649,2770,0.49565809449437
34659,1063,0.5379127389553832
41334,2442,0.4752900125557784
23736,1359,0.47965865034472827
74611,2221,0.4642819216693205
78288,1290,0.46837306648942867
66486,2649,0.5437554911153908
134991,5661,0.5646724267280413
113084,1918,0.4568507170069283
102564,1823,0.48681279070352573
103053,1841,0.4945529175945881
152209,369,0.38933692624067046
58858,1562,0.38552495640470646
151310,1174,0.37788690289087334
153342,1844,0.37769767778837804
148972,1235,0.38351758749481873
188877,72,0.4580440559464776
182174,1692,0.49925848099191494
29599,4726,0.5141571546606319
182177,4203,0.5095591757563942
188397,107,0.41280589720350597
188798,107,0.41280589720350597
30207,1758,0.5826096576928633
11814,1518,0.5251713266061082
38942,1670,0.5170168830015263
29275,1179,0.4905056464667696
25691,506,0.43539728985206905
101697,5576,0.4866183320197822
133248,1345,0.49955392694556644
26972,3264,0.5072751086337498
4515,1839,0.48124574668242176
77658,320,0.5081564153362511
16027,1210,0.42141598756164117
19814,1489,0.5607402457506561
46968,1307,0.5429676425385921
20504,1336,0.5040106149748013
33348,614,0.5239725737310994
49157,573,0.5334981553745739
63364,4315,0.6022450625005263
103108,2935,0.5359010542734238
94783,3235,0.4617509079587916
77982,789,0.4252134086589848
7033,886,0.44115526476175665
23539,402,0.42830844447425953
30007,1389,0.4722708111356643
30050,1246,0.473126871518362
89198,1451,0.4889178487633592
76362,323,0.4114635070253487
97601,1157,0.4814615185786157
76317,518,0.5303539408654838
40234,2522,0.5761466713111982
38047,3066,0.5747439792961958
73295,1464,0.604702007440087
40231,1832,0.6071642293295958
118683,3497,0.5389902010787673
73885,957,0.38264986726221945
323,3401,0.5453213045331412
27998,3103,0.5148396562995403
19101,3118,0.5149709383066475
59481,3405,0.509175657896509
32886,1751,0.5324387149566112
104759,1522,0.540452204741167
104757,1563,0.5561665171475922
104756,716,0.5537953500012419
109424,1679,0.5116796116683587
108527,2048,0.534507923548983
108530,4477,0.5383903987655093
75219,2568,0.5189204680785012
109856,904,0.46618696758373124
108528,255,0.42870044343969904
141678,625,0.4855279531709439
140091,1941,0.4704082907524674
74084,1702,0.4548385017889623
134306,2091,0.44183207916668005
97332,967,0.45192371796652664
96325,2228,0.5090300564864392
5130,1154,0.5226226960947999
35553,600,0.4990893529739356
83313,901,0.5044364672325061
119857,6018,0.4785027037369135
118444,6198,0.4981861981032917
117262,7576,0.5343411284192162
93948,3441,0.5104885239271879
135468,3176,0.4817423806038795
147345,1808,0.48408064049769634
114246,1493,0.3943571137991345
119063,1667,0.3929415533790791
127228,1455,0.3935220860434297
114249,1814,0.3853069915687061
145467,502,0.40702488831553985
100198,495,0.4155037986635508
79101,1908,0.5636806204446078
136847,6169,0.48492549133475227
51852,5571,0.47195869496865955
128679,3551,0.4784333035260801
146183,2082,0.45583825987915877
143760,4573,0.4660458874845759
74106,77,0.3736621851469607
91952,411,0.3687837059432788
136797,372,0.35115913478890987
28302,1002,0.4607822068929013
136801,36,0.44809797410794777
74687,636,0.3714810821895064
161484,2256,0.41719649048455715
111264,1504,0.3898865084977851
150150,514,0.4276528435367838
13103,1692,0.41366288677756335
153000,561,0.40634126998553577
164212,119,0.45837761523302906
58718,943,0.4563549780704596
162056,651,0.45773314096048034
162057,943,0.4563549780704596
162059,872,0.4535894565372487
162058,616,0.45553038803934776
99127,401,0.4669340733356838
170233,2059,0.4804374031060971
170234,1913,0.4671288444446194
171114,422,0.526696491686286
171115,36,0.45215411538292494
119875,3272,0.529336470483794
97285,3006,0.4923824893635733
9105,1772,0.4884471675667354
10947,1213,0.3814252192031039
152485,1556,0.4632510393384719
7841,704,0.4168217893544002
10863,580,0.4059583051479946
118137,983,0.38788696071540696
51907,359,0.32512254925689177
35365,188,0.33300442932009683
1049,331,0.28042887231434827
112948,203,0.2841978299103252
11673,155,0.2752320092472754
112946,199,0.27437004804542486
35769,2068,0.4866418038145617
134638,2766,0.5185772225618821
1022,1241,0.48998729117229006
114484,2212,0.45098270804179286
32807,910,0.480890639925475
114658,252,0.39668907052249164
96426,216,0.4061846784684746
96442,181,0.3729585730894811
173563,252,0.39668907052249164
181572,107,0.4380545836153596
97835,1124,0.39458467864591706
97834,1193,0.38394751249317527
105819,951,0.3865506673344935
61577,863,0.3876084745474719
81830,2744,0.5012111693994391
47635,1010,0.48651956957644354
80041,1729,0.4806134518750843
137161,1447,0.44826502314101035
30789,755,0.5184964248170607
95313,143,0.5025877627639461
4763,2205,0.6370107817070122
78389,2648,0.4890324017325062
83108,2737,0.4930411376047128
85772,2669,0.4931674600875956
127049,1393,0.44466247095629496
135069,2252,0.4226693232347335
132143,1058,0.4023325082875566
134476,1222,0.4114923556103487
134141,203,0.4359852284410487
141389,132,0.4390479410878155
109884,2386,0.572248046183291
70932,2426,0.545074587555239
3423,2194,0.5393892540882503
15875,1927,0.43021520982497535
38307,2117,0.5260739155946683
158734,1678,0.39997342855197293
121186,2062,0.3915798293717788
114127,2215,0.3916249977924354
112086,2295,0.39292060022847763
159266,117,0.32217969769982646
68892,3287,0.5311591637301689
22810,3560,0.43960959127822496
33794,4693,0.47444598567478213
131267,2860,0.4090175092322089
109336,1530,0.43425937052845176
62568,444,0.39176148090495905
98697,3914,0.47541254453946213
134704,3273,0.5137576280510798
107796,2425,0.42005059846831305
152309,895,0.43134100190305963
60898,2131,0.4975201185204454
137496,4349,0.5201092832876939
22853,1382,0.34715838862041826
141526,2191,0.3153090481768699
151862,2879,0.3211076176635038
7338,1457,0.3533197392301278
154403,1358,0.317929812398049
34089,1037,0.33217990220333027
49286,2689,0.3821192110504513
84092,2254,0.37403520839045207
55443,2119,0.35550238765649644
188899,69,0.42904596150293856
5517,1525,0.5059903836910028
45718,589,0.41056136339769733
4448,522,0.43172511408035663
66066,72,0.42809234672448176
145312,215,0.3558698137340853
22208,878,0.4839944464261201
114024,396,0.3425980534692606
141330,288,0.32989357951469245
44916,396,0.3425980534692606
12625,360,0.33883863027622424
162030,36,0.4245443047102271
182254,144,0.40195050449285674
123416,365,0.45640243433142846
123385,477,0.44533593082555684
10493,596,0.455781746183197
123386,551,0.4554109469849606
123415,518,0.4523266954164486
183347,356,0.49021806315968514
26324,1783,0.5436543834168974
10924,1512,0.5365391647400154
30297,627,0.5578615592200452
15742,620,0.5221666338494246
132947,585,0.5126005946554608
28702,267,0.4336522223492542
30298,159,0.40284589646106916
32912,856,0.3774211881167966
32914,695,0.3856776877515235
27722,684,0.3733441342941209
25910,570,0.374266929527465
27445,551,0.37533073879705503
2116,72,0.3897402198019603
18940,665,0.49598178306553764
87969,342,0.472990843399489
102249,932,0.4725891384138389
98459,72,0.41479644384830233
77917,1515,0.502387831929201
77914,925,0.5197886382587066
77915,1335,0.5105560211057366
82836,1568,0.43700991304846
111311,4459,0.45713490685818264
126913,2817,0.45514049948110014
142858,2774,0.4263491555214671
97444,2300,0.4923550054130724
121957,1988,0.3629912548197688
114345,827,0.36852427704341023
114342,646,0.35318462739573186
118138,579,0.36507740965897134
165695,354,0.3955815964587803
165694,258,0.45431508966289114
166482,71,0.3418603362154214
125567,5823,0.44559942126420604
79619,3844,0.4486308141014839
104303,747,0.4167085228779056
40674,470,0.38624210502917844
132214,3653,0.42849493127426913
137022,2084,0.4100461670227341
118647,2166,0.4085622479235152
35920,2080,0.4522361483915501
150127,1903,0.41519296588345117
155082,3096,0.4128929782551017
69203,1515,0.467765067464277
121204,1112,0.4558698395017854
126035,2627,0.46288668817059436
150759,1788,0.43855220025065245
121205,1385,0.4695185979479698
127788,1930,0.41090601338326066
131176,5721,0.45487795415476934
71501,3197,0.42765784544078717
134990,5607,0.43837089825430653
102457,3278,0.4543046719240109
162083,2113,0.5592592336924471
124062,327,0.46725464912790643
152875,108,0.3494891552223055
126068,382,0.4099791877318027
188867,257,0.3379158034679929
99406,2926,0.4867798805751099
141759,1668,0.3229628549219904
157277,1635,0.33336448457502715
188912,36,0.39893530602777355
175447,1199,0.469728636072252
19498,795,0.3964160910275015
183234,144,0.2851649881443938
130041,910,0.3781642822836335
163611,804,0.4503785417051076
185035,219,0.3557334112517626
186033,108,0.37988484784041854
182154,4089,0.3870915592074987
182155,4123,0.3886695997257019
182156,3467,0.38867234222027647
188075,2083,0.3855736258920264
188913,71,0.37352332407851063
188914,72,0.32278713714523555
28981,1263,0.4300668124431199
47999,1041,0.4270592172084258
101083,3253,0.38458126563834494
188731,288,0.35816638115649846
188878,180,0.3102468117373605
59279,927,0.3539462017978036
42557,36,0.39187647701280104
30958,36,0.39187647701280104
59278,36,0.39187647701280104
54014,72,0.3969884115245462
54011,36,0.39187647701280104
14164,1817,0.3633175833353602
18662,1889,0.3674391913236484
15189,1781,0.35876179695059746
78643,1127,0.391548757920048
40842,1313,0.3578180127510974
70927,1279,0.36767488450272406
123143,591,0.23692146625699476
145525,248,0.2013869930741111
124472,125,0.21051680204734377
142708,255,0.20114372309059306
40825,2390,0.3846134176647195
5927,1678,0.4047240206195769
132809,2123,0.3798631291766689
53258,2025,0.38778103837379785
61765,1732,0.3959285325159934
48147,36,0.3621149375785862
74284,796,0.3182197695542548
147448,120,0.36624395682576527
93163,378,0.3077680359826154
84801,155,0.26861656499322867
93174,180,0.30364577591614755
48805,787,0.43013744749210364
24443,384,0.41705054081784143
100510,1957,0.41045846689998156
39396,720,0.39515398745320734
108940,108,0.3142567497618976
117227,36,0.3724179421658358
105061,4371,0.42859178917415175
136310,4408,0.4340263443795959
103771,998,0.39721515164238885
134968,647,0.45685272516295267
90998,591,0.35512780390581894
149368,3542,0.4642332878764818
115666,2571,0.47200669393391026
117543,3580,0.479948371196399
59035,2001,0.46868282297854386
117545,806,0.4016514160026322
122358,1583,0.2287748026888151
115034,1666,0.21832571227089134
162421,1369,0.2164613735150971
115044,234,0.22656341121399096
106701,3180,0.48637493564697426
112804,3053,0.43047482826968003
140120,4244,0.45033724760704014
155022,126,0.3950934486103914
134726,1682,0.4730173262815811
116899,2180,0.42467240573674464
126547,1253,0.38807230845658836
126546,1219,0.39253574736366725
66242,1487,0.4024438704556641
64339,852,0.38759128393951553
175451,231,0.4150600757957538
121257,1446,0.5167994278448492
171080,768,0.48657142616934906
171081,1059,0.4777119160476513
171083,1853,0.523595759608764
134023,301,0.31449260336110046
126284,588,0.3570045336202018
125148,441,0.37029655292268426
179948,696,0.3554146155998948
188881,36,0.3651400336686213
40390,1339,0.48910651510224157
60883,260,0.3860689775516432
142414,714,0.4158152978895126
145555,644,0.32245983039671566
182113,559,0.3241398532779822
182182,536,0.2885958301439484
53579,1524,0.5048608281916322
24801,1120,0.5068966661960999
